"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
"0.0","100","0.0","0.0","0","0","0","","","","0","09:38:02","0","0","0.0"
